SID,Category,Product Name,Temp Stock,Stock,Size,Units,Price,8/2,8/2 $,8/3,8/3 $,8/4,8/4 $,8/5,8/5 $,8/6,8/6 $,Min Level,re-stock Quantity,re-stock Price,Supplier,Barcode/QR2-Data,Barcode/QR2-Type,Value,Tags,Notes,Stock July,Thu 7/24,Fri 7/25,Sat 7/26,Sun 7/27,Mon 7/28,Tue 7/29,Wed 7/30,Thu 7/31,Photo1
SPBR-INV-0169,Alcoholic Beverages,Tanduay select,,39,700,ml,₱ 175,1,₱ 175,1,₱ 175,,₱ 0,1,₱ 175,,₱ 0,,,,,4800220604752,org.gs1.EAN-13,"₱ 6,825",,,23,5,,2,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2__6LElub_LLkD_VGjh8O8zXSDgH2ae7Oaw-9QXd-wUfISMYSo98atdg==
SPBR-INV-0100,Cold Beverages,Tang Powdered Juice Apple,,23,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622300704148,org.gs1.EAN-13,₱ 690,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_PUva1FonmP8bjBTvgTLCXBKq_diOrD9juZiDwAuTA85RUqyowOxIMA==
SPBR-INV-0101,Cold Beverages,Tang Powdered Juice Lemon Iced Tea,,1,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622300601744,org.gs1.EAN-13,₱ 30,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_f5Kuc4OUYz-3yv0lnKFTaJgM_pGGO4V0R2ld2FpVQU7xqnIewe4_rA==
SPBR-INV-0096,Cold Beverages,Tang Powdered Juice Orange,,5,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622300559991,org.gs1.EAN-13,₱ 150,,,6,,,1,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_6P-WfrDW2EVHAkUsoSxS4KlWm4iu2kmOkwMZnXnLAis5RFSG6HUqYQ==
SPBR-INV-0098,Cold Beverages,Tang Powdered Juice Pineapple,,13,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622300601768,org.gs1.EAN-13,₱ 390,,,13,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_1VotX8C9ahCrtRLYjx_yDERdqEO_RLU6HRPhAoKgKdSO4A6KZUr46g==
SPBR-INV-0102,Cold Beverages,Tang Powdered Juice Pomelo,,3,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622210706768,org.gs1.EAN-13,₱ 90,,,3,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_5zEEzvpe6mM-i9rRpPC3itbV-r_A40HNHUbJBxx-P29ouCYs7V9zyg==
SPBR-INV-0099,Cold Beverages,Tang Powdered Juice Strawberry,,1,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622300638078,org.gs1.EAN-13,₱ 30,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_hzbqOQCWlqZpiAFlx9XDvUKzBgCrP0-i0GLKxpK4om2Xzt91E03Cxw==
SPBR-INV-0097,Cold Beverages,Tang Powdered Juice Sweet orange,,12,19,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,7622300847913,org.gs1.EAN-13,₱ 360,,,12,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_5Md1YEm7gmq5l_OOi7ZiIp1sLGHC26rHzldAoS2Ioyt5B9us_bEP7Q==
SPBR-INV-0176,Alcoholic Beverages,The Bar Lime Gin,,6,335,ml,₱ 85,,₱ 0,2,₱ 170,,₱ 0,,₱ 0,,₱ 0,,,,,4800142113332,org.gs1.EAN-13,₱ 510,,,6,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_nDRJHhD_oTNg90fSDcg1aLv7osdBEdgKqbNDQYX9G174yNEF6F385Q==
SPBR-INV-0215,Supplies,Thumb tacks,,0,1,Pack,₱ 25,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,6972081865356,org.gs1.EAN-13,₱ 0,,,1,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_9RI3vgv8v2h62M85-cA1xhTq7tSb4_M15IyIUIcjFx8bSUqBl0D4QQ==
SPBR-INV-0183,Alcoholic Beverages,Toska vodka,,2,700,ml,₱ 350,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,98426301757,org.gs1.EAN-13,₱ 700,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_SEe0HJoPZv7Ob7vllvBm7qeeekaJNuJHb-cGpxoFsXsMrj9bfbVFvA==
SPBR-INV-0209,Supplies,Transparent cup,,191,1,Item,₱ 3,13,₱ 39,13,₱ 39,3,₱ 9,2,₱ 6,2,₱ 6,,,,,4806509570589,org.gs1.EAN-13,₱ 573,,,18,7,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_BmTSZe8bjj3H6PeVF88T2AOCYp9tB080HSvYkIsX_-1SiOfm7uZj7Q==
SPBR-INV-0016,Food Packs,Uni-pak sardines,4,1,155,Grams,₱ 30,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,4800154568618,org.gs1.EAN-13,₱ 30,,,2,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_Bsfis-KnLiAu_fW7JiyxD8FCfsDitlJmCfYNEQ_B04tqJyg-tokZ8g==
SPBR-INV-0216,Snacks,White rabbit,,65,1,Item,₱ 2,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,0,org.gs1.EAN-13,₱ 130,,UPDATE: Barcode needs to be scanned and updated,68,,,,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_M-uUwn821A1AvhbeUHTOqRwAtla7n6Q131m_bNCxOSq_lKASdBL5lQ==
SPBR-INV-0203,Cigarettes,Winston red,200,183,1,Stick,₱ 12,15,₱ 180,30,₱ 360,7,₱ 84,5,₱ 60,8,₱ 96,,,,,48040594,org.gs1.EAN-8,"₱ 2,196",,,123,5,,44,,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_k2l0jiPsWQcJGA5y1WzH7K-_eMV-_15eHhfFPDnQBY1PT6GEIHBawQ==
,,Piattos Cheese,6,,83,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,Jack N Jill Roller Coaster Cheddar Cheese Potato Rings,4,,85,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,Nova Homestyle BBQ,6,@33.42each,78,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,#VALUE!,,,,,,,,,,,,
,,Sisters Silk Floss  Day Use Singles 12's,12,@29.35/pack,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,#VALUE!,,,,,,,,,,,,
,,Nescafe 3n1 Original ,20,151.90@20's,26,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,#VALUE!,,,,,,,,,,,,
,,Kopiko Astig Black,5,,30,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,Surf Bar Blossom Fresh,3,,120,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,Palmolive Shampoo Triple Intensive Moisture (Pink),12,,15,ml,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,Bioderm Germicidal Pink,6,,60,Grams,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,Cobra Plastic Bottle ,24,,330,ml,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
,,,,,,,,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,₱ 0,,,,,,,₱ 0,,,,,,,,,,,,
